price,grade,zipcode_valormedio,sqft_living
764000,8,585048.7790697674,1420
439950,8,311580.33638025593,2170
453000,8,585048.7790697674,1880
219950,7,294111.27857142856,1300
702500,7,585048.7790697674,2360
285000,8,294111.27857142856,1780
798750,8,585048.7790697674,2160
320000,7,424734.60451977403,950
425000,8,617053.9660194175,1680
540000,9,570073.5201465201,2290
1060000,11,790734.704735376,4140
1170000,8,585048.7790697674,3920
576000,7,810289.6964285715,1500
525000,7,645244.2264808363,1720
324950,7,300340.40293040295,2641
600000,9,570073.5201465201,4930
464000,8,420895.47536945814,2460
266000,8,286742.81162324647,1995
775000,10,677215.034739454,3010
415000,7,424734.60451977403,1270
550000,9,353619.07472527475,3080
235000,7,316742.3905579399,1670
280000,7,302896.7392857143,1470
459000,7,521740.0146788991,1730
195000,7,286742.81162324647,1070
235000,7,234284.0351758794,1660
711800,8,859938.5542168674,2410
440000,7,579109.8082706766,1040
515000,7,585048.7790697674,970
1200000,8,863228.9432314411,2910
560000,8,859938.5542168674,2340
340000,7,281194.8698060942,1880
600000,6,899607.6730769231,1110
764000,9,685675.8435374149,2790
337000,8,424815.06315789477,1590
1390000,10,859938.5542168674,5700
249000,6,424734.60451977403,1200
350000,8,311580.33638025593,3200
269950,7,367091.48387096776,1510
735000,7,790734.704735376,1880
1300000,8,863228.9432314411,3070
475000,8,521740.0146788991,2110
339000,9,286742.81162324647,2350
600000,8,423736.9058295964,3270
397500,7,319581.3940298507,2220
1530000,11,677215.034739454,5990
460000,7,645244.2264808363,1760
370000,7,387011.5902636917,2200
250000,6,319581.3940298507,1550
1100000,11,677215.034739454,5070
430000,8,634558.1448275862,1040
1090000,8,1096239.0074349442,2560
670000,8,676419.3921568628,1850
461550,7,418019.36094674555,2090
479990,8,612642.738317757,2010
643000,8,790734.704735376,2518
607000,8,645244.2264808363,2810
625000,9,685675.8435374149,2600
731100,8,551768.5209125475,2060
859000,8,311580.33638025593,2920
435000,8,353619.07472527475,2130
465000,8,281194.8698060942,2290
740000,7,619944.1492281304,1230
740000,9,1194873.6382978724,2020
250000,7,296187.98046875,1430
656000,7,645244.2264808363,2270
300000,8,300340.40293040295,1910
643000,7,682885.9898989899,1780
311000,7,311580.33638025593,2690
360000,7,521740.0146788991,1330
475000,8,387011.5902636917,3060
469950,8,469928.76772616134,1760
240000,7,284908.5964912281,1570
232000,6,240328.3717472119,960
350000,7,334921.0626780627,1680
803000,7,521740.0146788991,1440
355000,8,353619.07472527475,1960
475000,7,585048.7790697674,1790
823000,9,859938.5542168674,2560
395000,7,585048.7790697674,1010
499000,7,387011.5902636917,2560
420000,7,634558.1448275862,1200
961500,10,645628.2261484099,3910
833000,9,810289.6964285715,2260
479000,8,570073.5201465201,2110
1150000,10,803990.8194444445,3340
267000,6,469928.76772616134,1400
555000,7,790734.704735376,1760
490000,8,612642.738317757,2010
619000,8,576834.808318264,2300
569950,7,423736.9058295964,2510
549000,7,585048.7790697674,1340
422500,7,645244.2264808363,1560
400000,7,302896.7392857143,3350
692500,9,529629.7824675324,3710
310000,8,311580.33638025593,2430
499900,8,310612.75572519086,2430
492000,8,685675.8435374149,2100
460000,9,586120.875,1880
800000,8,849714.8097826086,1630
832600,7,585048.7790697674,1640
470000,8,490377.1076923077,2310
542000,8,677215.034739454,1930
1310000,10,418019.36094674555,4750
308130,7,302896.7392857143,2300
310000,7,612642.738317757,1050
235000,6,359496.2604166667,1500
215000,6,353619.07472527475,1150
210000,7,286742.81162324647,1920
730000,10,677215.034739454,3660
245000,7,334921.0626780627,1720
540000,8,464322.38976377953,2100
299000,8,281194.8698060942,2400
510000,10,685675.8435374149,2540
198000,7,281194.8698060942,2080
950000,10,617254.0212765958,3400
300000,8,334921.0626780627,2200
528000,7,803990.8194444445,2140
507000,9,334921.0626780627,3850
770000,9,529629.7824675324,4270
255000,7,300340.40293040295,1340
220000,8,302896.7392857143,1100
690700,9,493625.3098290598,2870
447000,7,676419.3921568628,1320
755000,7,849714.8097826086,2150
700000,7,792187.8738170346,2470
250000,7,296187.98046875,1910
320000,7,367091.48387096776,2130
565000,9,493625.3098290598,2240
754300,7,579109.8082706766,1800
650000,8,676419.3921568628,2160
529888,8,493625.3098290598,3140
432000,8,462488.8692579505,1920
235000,7,316742.3905579399,1050
994900,9,677215.034739454,3695
489000,9,367091.48387096776,3910
800000,8,645244.2264808363,3010
370000,7,521740.0146788991,1370
436000,8,521740.0146788991,2080
395000,7,493625.3098290598,2250
377691,7,387011.5902636917,2120
370000,7,418019.36094674555,2220
515000,8,612642.738317757,1440
169000,7,281194.8698060942,910
475000,7,576834.808318264,1270
420000,9,300340.40293040295,2480
1300000,9,585048.7790697674,2630
822000,9,859938.5542168674,2410
1500000,9,1356523.9905362776,2930
485000,8,685675.8435374149,1570
270000,7,304262.1082089552,1900
300000,8,304262.1082089552,2590
878000,9,685675.8435374149,3810
590000,9,859938.5542168674,2290
611900,8,803990.8194444445,1220
240000,7,334921.0626780627,1100
395000,8,334921.0626780627,2810
169000,6,310612.75572519086,890
200500,7,300340.40293040295,1280
308000,8,294111.27857142856,2320
290256,8,286742.81162324647,1720
279950,7,353619.07472527475,1530
195000,7,316742.3905579399,1580
630000,6,423665.99,1360
1160000,8,2161300.0,2680
478000,8,612642.738317757,1640
835000,8,424734.60451977403,2520
639000,9,521740.0146788991,1400
623000,9,685675.8435374149,2300
220000,7,310612.75572519086,1900
526000,8,859938.5542168674,2000
243500,6,418019.36094674555,900
750000,9,859938.5542168674,2980
329000,7,493625.3098290598,1850
525000,7,899607.6730769231,1570
190000,6,418019.36094674555,670
772650,7,810289.6964285715,2660
355000,8,311580.33638025593,2110
650000,8,790734.704735376,1970
678500,7,585048.7790697674,1210
669950,9,685675.8435374149,2670
850000,10,682885.9898989899,3000
572000,8,685675.8435374149,2200
492450,8,685675.8435374149,1540
813000,8,810289.6964285715,2080
710000,8,1194873.6382978724,1780
792500,8,849714.8097826086,1960
285900,7,251296.24,1690
389000,7,489382.0170940171,2080
675000,8,551768.5209125475,2070
352000,4,493625.3098290598,760
1050000,11,493625.3098290598,4020
768500,8,810289.6964285715,3620
500000,7,469928.76772616134,2330
685000,7,1194873.6382978724,1460
648475,8,880077.752293578,2250
655000,7,803990.8194444445,2850
895000,8,619944.1492281304,2640
195000,7,281194.8698060942,1310
368000,9,286742.81162324647,2720
997000,11,493625.3098290598,3430
335000,7,570073.5201465201,1990
250000,7,281194.8698060942,1170
278500,8,316742.3905579399,1390
260000,7,281194.8698060942,1540
162500,6,418019.36094674555,760
239000,6,240328.3717472119,1280
600000,8,790734.704735376,2990
350000,7,300340.40293040295,1770
852500,10,790734.704735376,3830
485000,9,304262.1082089552,2870
299000,6,387011.5902636917,1520
227450,5,420895.47536945814,660
383000,7,424734.60451977403,1800
835000,9,586120.875,3570
760000,8,1096239.0074349442,3050
532500,7,585048.7790697674,820
635000,8,677215.034739454,3610
438500,7,594706.5422740525,1490
545500,7,355678.51612903224,1560
675000,7,803990.8194444445,1660
450000,6,576834.808318264,1180
199999,5,423665.99,960
375000,7,521740.0146788991,1630
600000,8,570073.5201465201,2260
292600,7,420895.47536945814,1520
1040000,8,1194873.6382978724,3050
610000,8,863228.9432314411,1000
397450,8,311580.33638025593,2650
382000,8,423736.9058295964,1750
370000,8,676419.3921568628,1770
520000,8,676419.3921568628,1770
260000,6,423736.9058295964,770
890000,8,676419.3921568628,3370
344000,7,423736.9058295964,2130
205000,7,300340.40293040295,1050
379000,8,294111.27857142856,2803
424240,8,645244.2264808363,2080
589950,8,645244.2264808363,2080
582000,7,576834.808318264,2120
349000,9,286742.81162324647,2550
658000,7,803990.8194444445,1290
294000,7,319581.3940298507,1790
690000,8,619944.1492281304,2720
600000,7,579109.8082706766,1040
199990,6,311580.33638025593,840
220000,7,289078.3455882353,1650
440000,8,521740.0146788991,2080
439990,8,612642.738317757,1540
815000,10,790734.704735376,3880
535000,8,612642.738317757,1860
215000,7,294111.27857142856,1280
605000,8,617053.9660194175,3200
349900,8,353619.07472527475,2200
495000,7,619944.1492281304,1570
515100,8,521740.0146788991,2074
620000,9,677215.034739454,2450
657500,9,685675.8435374149,2520
250000,7,304262.1082089552,2190
385000,7,304262.1082089552,2190
307000,7,424815.06315789477,2320
288000,7,311580.33638025593,1370
226450,6,251296.24,1730
390000,7,469928.76772616134,1640
350000,6,440232.31363636366,1300
368000,7,469928.76772616134,1560
469000,6,863228.9432314411,1120
865000,9,570073.5201465201,2670
515000,8,353619.07472527475,3810
410000,7,521740.0146788991,1440
210000,5,311580.33638025593,1200
460000,7,521740.0146788991,1520
241500,8,286742.81162324647,2500
322200,8,311580.33638025593,2010
279000,7,310612.75572519086,1210
303000,6,489382.0170940171,1100
420000,6,792187.8738170346,1050
249000,7,289078.3455882353,2120
294950,6,469928.76772616134,1240
1320000,10,585048.7790697674,3460
335000,7,576834.808318264,1270
1160000,10,792187.8738170346,2980
520000,7,576834.808318264,1250
560000,8,617254.0212765958,1740
243400,7,251296.24,1730
405000,7,677215.034739454,1240
495000,7,803990.8194444445,1670
350000,8,367091.48387096776,2140
368500,7,289078.3455882353,2530
99000,6,353619.07472527475,960
1070000,11,493625.3098290598,4130
430000,8,423736.9058295964,1710
412500,7,645244.2264808363,1490
1120000,11,645244.2264808363,4750
915000,11,645244.2264808363,3400
535000,8,645244.2264808363,2210
390000,8,387011.5902636917,1650
499000,7,579109.8082706766,1260
375000,7,676419.3921568628,1960
349000,8,304262.1082089552,1800
635000,7,1356523.9905362776,1940
682000,9,790734.704735376,2820
321027,8,286742.81162324647,2820
150000,5,234284.0351758794,720
410000,7,521740.0146788991,1640
449950,7,619944.1492281304,1560
194990,6,418019.36094674555,1560
475000,7,462488.8692579505,1910
530000,7,863228.9432314411,1570
319950,8,334921.0626780627,2038
210000,7,286742.81162324647,1720
485000,7,579109.8082706766,1670
774000,9,790734.704735376,2830
478000,7,645628.2261484099,1690
385000,7,359496.2604166667,1620
595000,9,682885.9898989899,2360
285000,7,462488.8692579505,1480
723000,9,612642.738317757,2700
279000,7,302896.7392857143,1780
195000,6,353619.07472527475,1430
625000,8,849714.8097826086,2160
270000,8,490377.1076923077,1800
559000,8,677215.034739454,1930
474000,8,570073.5201465201,1960
303500,8,367091.48387096776,1920
350000,6,423736.9058295964,1470
367500,7,423736.9058295964,2980
595000,7,423736.9058295964,2980
589000,8,586120.875,2360
585000,7,682885.9898989899,1790
482975,8,423736.9058295964,2130
365500,8,353619.07472527475,2030
570000,8,645628.2261484099,1790
335000,8,334921.0626780627,2260
767500,7,585048.7790697674,2350
386591,8,612642.738317757,1690
279000,7,355678.51612903224,1320
620000,9,455617.1129032258,2690
407000,7,302896.7392857143,2810
364250,8,367091.48387096776,2280
399000,8,353619.07472527475,2870
766950,10,682885.9898989899,3030
710000,9,612642.738317757,2940
320000,6,418019.36094674555,1190
300000,7,355678.51612903224,1800
263000,8,367091.48387096776,1580
445000,8,612642.738317757,1730
554000,7,645628.2261484099,1910
335000,6,576834.808318264,1000
307000,7,300340.40293040295,2520
404000,7,469928.76772616134,1420
775000,9,790734.704735376,3080
220000,7,316742.3905579399,1060
518000,8,462488.8692579505,2160
1600000,10,803990.8194444445,4060
315000,7,387011.5902636917,1940
572650,8,521740.0146788991,2250
350000,6,521740.0146788991,1620
285000,6,355678.51612903224,920
231000,7,251296.24,1370
179000,6,311580.33638025593,920
244000,7,296187.98046875,1360
185850,7,289078.3455882353,1630
610000,8,490377.1076923077,3610
419000,9,367091.48387096776,3010
779000,8,792187.8738170346,2320
695000,7,645244.2264808363,3290
319900,8,334921.0626780627,2040
329000,8,286742.81162324647,1920
475226,8,490377.1076923077,2120
638000,9,612642.738317757,2170
440000,7,685675.8435374149,1330
214000,6,359496.2604166667,1580
600000,10,286742.81162324647,3580
935000,9,899607.6730769231,2580
630000,8,469928.76772616134,1930
575000,7,677215.034739454,2120
345000,8,423665.99,1990
323000,7,490377.1076923077,1310
425000,10,311580.33638025593,2670
411000,7,367091.48387096776,1910
299800,6,455617.1129032258,1530
823000,9,634558.1448275862,2920
200000,7,423736.9058295964,1010
760000,9,859938.5542168674,2450
359950,7,424815.06315789477,1820
375000,7,420895.47536945814,2090
295000,7,617053.9660194175,2200
250000,8,302896.7392857143,2250
497000,8,619944.1492281304,1450
520000,8,462488.8692579505,2280
365000,8,304262.1082089552,2720
459900,8,521740.0146788991,2250
158000,7,418019.36094674555,1090
294700,7,294111.27857142856,1970
439950,7,493625.3098290598,2780
899000,8,645628.2261484099,2290
535000,7,570073.5201465201,2330
530000,10,289078.3455882353,4060
215000,8,251296.24,1470
290000,6,469928.76772616134,1620
798000,9,645244.2264808363,3220
785000,9,617053.9660194175,3270
433000,8,462488.8692579505,2160
425000,7,418019.36094674555,1150
654000,8,619944.1492281304,2240
215000,6,234284.0351758794,1280
232000,6,311580.33638025593,840
675000,8,810289.6964285715,1680
665000,7,645244.2264808363,2330
835000,10,677215.034739454,3030
525000,7,594706.5422740525,2880
780000,7,469928.76772616134,2910
844000,10,677215.034739454,3090
680000,8,570073.5201465201,2720
290000,7,521740.0146788991,1310
560000,8,576834.808318264,1790
605500,9,570073.5201465201,2830
762500,9,645244.2264808363,3150
1740000,9,803990.8194444445,3930
665000,8,418019.36094674555,2840
540000,7,634558.1448275862,2480
375000,7,423736.9058295964,1930
342000,6,469928.76772616134,1260
340000,6,586120.875,670
1250000,10,1194873.6382978724,3930
693000,10,790734.704735376,3160
638500,8,464322.38976377953,1770
805000,8,617053.9660194175,2240
250000,7,302896.7392857143,990
325000,7,367091.48387096776,1580
270000,7,355678.51612903224,1560
880000,8,424734.60451977403,2640
300000,6,585048.7790697674,2120
290000,6,423736.9058295964,1200
2850000,10,859938.5542168674,5040
259950,5,420895.47536945814,1460
1780000,13,493625.3098290598,4890
299950,7,420895.47536945814,1580
483000,8,682885.9898989899,2100
890000,8,803990.8194444445,2060
719000,8,618695.1090909091,1690
785000,8,353619.07472527475,3370
660000,9,612642.738317757,2330
264000,7,300340.40293040295,1820
575000,8,859938.5542168674,1890
1220000,10,570073.5201465201,3820
475000,9,316742.3905579399,2770
845800,10,803990.8194444445,3020
352500,7,423736.9058295964,1170
347000,7,490377.1076923077,1270
560000,8,612642.738317757,1950
323000,7,334921.0626780627,2230
595000,7,464322.38976377953,2220
257500,7,234284.0351758794,2060
450000,7,618695.1090909091,1100
410000,7,570073.5201465201,1140
810000,9,645628.2261484099,1980
372500,7,310612.75572519086,2480
325000,7,423736.9058295964,1050
280000,6,387011.5902636917,1260
258000,6,302896.7392857143,1680
329950,7,423736.9058295964,1360
836000,9,617254.0212765958,2450
365000,8,367091.48387096776,2260
111300,5,234284.0351758794,1060
864000,10,677215.034739454,3720
725000,7,803990.8194444445,1610
550000,8,490377.1076923077,3350
130000,7,302896.7392857143,790
765000,7,1096239.0074349442,1660
255000,7,353619.07472527475,1420
439500,8,617053.9660194175,2050
268000,7,304262.1082089552,1250
985000,7,1356523.9905362776,1700
751305,10,859938.5542168674,2660
280000,6,418019.36094674555,1350
304000,7,353619.07472527475,1810
200000,8,294111.27857142856,2210
325000,7,334921.0626780627,2120
736000,8,645244.2264808363,2470
426500,9,353619.07472527475,2700
640000,7,585048.7790697674,1760
230000,6,359496.2604166667,1930
366350,6,418019.36094674555,1680
365000,6,464322.38976377953,1390
482000,8,521740.0146788991,2240
345000,7,353619.07472527475,1980
682000,8,634558.1448275862,1830
657500,6,803990.8194444445,980
895000,8,594706.5422740525,3550
425000,7,418019.36094674555,1660
532500,8,645628.2261484099,2490
540000,9,490377.1076923077,2329
578000,8,859938.5542168674,1790
1090000,8,418019.36094674555,2830
322500,7,682885.9898989899,1160
140000,7,294111.27857142856,1000
485000,8,311580.33638025593,2540
575000,8,423665.99,1750
421000,8,289078.3455882353,2890
355000,7,319581.3940298507,1870
515000,8,490377.1076923077,2200
309000,7,359496.2604166667,1300
815000,10,810289.6964285715,3410
285000,7,469928.76772616134,1160
700000,8,576834.808318264,2100
289000,7,367091.48387096776,1490
458000,7,682885.9898989899,3280
230000,8,286742.81162324647,1450
432500,7,387011.5902636917,1930
288000,7,440232.31363636366,1660
354000,7,570073.5201465201,1260
119500,6,424815.06315789477,1170
805000,9,859938.5542168674,3350
435000,7,387011.5902636917,1420
260000,7,281194.8698060942,2170
377000,6,387011.5902636917,1800
602000,8,612642.738317757,2000
530000,7,618695.1090909091,1660
525000,7,576834.808318264,1540
250000,7,423736.9058295964,1160
681000,7,418019.36094674555,1700
625000,8,469928.76772616134,1580
448500,8,418019.36094674555,2080
260000,6,359496.2604166667,1030
538000,7,645628.2261484099,1770
385500,7,490377.1076923077,1540
428400,9,367091.48387096776,2650
346290,8,316742.3905579399,2690
587000,9,790734.704735376,2210
355000,7,420895.47536945814,2390
650000,8,617254.0212765958,2580
340000,7,420895.47536945814,2160
565000,8,645244.2264808363,2230
630000,7,594706.5422740525,2000
227000,6,316742.3905579399,1280
600000,8,645244.2264808363,2810
540400,8,645628.2261484099,1680
569000,8,803990.8194444445,2150
735000,9,612642.738317757,2820
434000,7,521740.0146788991,1750
578888,7,585048.7790697674,1060
465425,7,570073.5201465201,2430
280500,8,286742.81162324647,2660
539950,9,612642.738317757,1670
406430,7,790734.704735376,1380
1150000,11,677215.034739454,4160
250000,8,300340.40293040295,1790
266000,7,296187.98046875,1940
258000,7,353619.07472527475,1390
472000,8,423736.9058295964,2200
530000,8,863228.9432314411,1264
302282,7,634558.1448275862,1095
370000,6,551768.5209125475,850
625000,7,863228.9432314411,1760
142500,5,234284.0351758794,690
334000,7,387011.5902636917,1400
362000,7,418019.36094674555,1810
181000,7,594706.5422740525,1310
241500,7,294111.27857142856,1400
245000,7,296187.98046875,2350
227500,7,311580.33638025593,1150
158550,7,251296.24,1710
450000,7,521740.0146788991,1660
485000,7,521740.0146788991,1950
353000,7,682885.9898989899,1780
500000,8,462488.8692579505,2450
360000,7,294111.27857142856,2060
357500,7,493625.3098290598,1540
272000,7,455617.1129032258,1650
422000,7,469928.76772616134,1160
365000,7,570073.5201465201,1440
450000,8,423736.9058295964,2150
275053,6,423736.9058295964,1060
1880000,9,2161300.0,2620
725000,7,1356523.9905362776,1630
235000,7,296187.98046875,1840
510000,5,469928.76772616134,820
489950,5,469928.76772616134,820
463000,8,521740.0146788991,2010
536000,8,612642.738317757,1990
375000,8,294111.27857142856,2990
630000,9,521740.0146788991,2540
362000,7,284908.5964912281,1640
350000,9,294111.27857142856,2500
1690000,11,1356523.9905362776,4020
255000,6,464322.38976377953,1500
269000,7,234284.0351758794,1594
370000,7,304262.1082089552,2130
270000,7,493625.3098290598,1130
265000,7,316742.3905579399,1690
487000,7,576834.808318264,1440
835000,10,685675.8435374149,3270
850000,9,617053.9660194175,4350
575000,7,803990.8194444445,1610
335000,7,521740.0146788991,950
318000,6,423736.9058295964,1010
510000,7,617053.9660194175,1420
242500,7,311580.33638025593,1200
750000,7,1194873.6382978724,2020
439900,7,420895.47536945814,3390
710000,8,849714.8097826086,1700
2400000,9,849714.8097826086,3410
435000,8,490377.1076923077,2030
874000,7,619944.1492281304,2860
385000,7,594706.5422740525,1690
110000,5,304262.1082089552,760
477000,7,490377.1076923077,1780
500000,8,424734.60451977403,1550
885000,10,790734.704735376,4090
235000,7,310612.75572519086,880
210000,7,296187.98046875,1320
320000,6,594706.5422740525,950
406000,7,420895.47536945814,1390
350000,8,464322.38976377953,1900
350000,7,489382.0170940171,1392
720000,10,529629.7824675324,3340
604700,9,302896.7392857143,2750
343000,5,617053.9660194175,1400
558000,8,685675.8435374149,2220
364000,7,424734.60451977403,1210
420000,7,423736.9058295964,2390
450000,7,617254.0212765958,1870
392000,7,424734.60451977403,940
100000,5,304262.1082089552,1120
480000,8,585048.7790697674,1250
212000,7,294111.27857142856,1060
560000,7,490377.1076923077,2410
359950,8,334921.0626780627,2844
535000,7,682885.9898989899,2200
980000,10,420895.47536945814,3460
720000,8,585048.7790697674,1580
619950,7,619944.1492281304,1520
489000,9,353619.07472527475,2260
415000,7,619944.1492281304,1800
672500,10,685675.8435374149,2650
352500,7,645244.2264808363,1000
258750,6,294111.27857142856,2300
350000,6,387011.5902636917,1080
152000,7,302896.7392857143,902
378500,7,619944.1492281304,730
1020000,8,803990.8194444445,2600
419000,7,617254.0212765958,1570
895000,9,1194873.6382978724,2876
668500,8,859938.5542168674,2290
487000,8,803990.8194444445,1470
538000,8,359496.2604166667,2620
898000,8,1356523.9905362776,2680
315000,8,294111.27857142856,2020
800000,7,618695.1090909091,2100
516130,8,645628.2261484099,1510
1600000,10,645628.2261484099,2850
1200000,11,859938.5542168674,4280
355425,8,302896.7392857143,3238
1160000,10,1096239.0074349442,2740
689000,7,551768.5209125475,2020
500000,7,579109.8082706766,1520
430000,8,281194.8698060942,3860
299500,7,440232.31363636366,1600
349950,8,353619.07472527475,2090
1420000,9,1356523.9905362776,4020
998000,9,859938.5542168674,2910
329000,7,570073.5201465201,900
575000,8,803990.8194444445,1720
529900,8,387011.5902636917,3030
1470000,9,1356523.9905362776,3030
725000,7,803990.8194444445,2190
286000,8,286742.81162324647,1680
335000,7,859938.5542168674,1210
395300,7,617254.0212765958,1120
510000,8,424815.06315789477,3180
203000,7,251296.24,920
248000,6,423736.9058295964,700
265000,8,286742.81162324647,2540
1000000,8,585048.7790697674,2100
1000000,7,469928.76772616134,1540
241400,7,423665.99,1420
309950,7,353619.07472527475,1450
294010,6,319581.3940298507,1550
345000,8,685675.8435374149,1920
625000,8,685675.8435374149,1920
660000,8,790734.704735376,2510
559000,8,677215.034739454,1660
866000,9,677215.034739454,3990
770000,8,1096239.0074349442,2350
259950,7,296187.98046875,1350
352000,7,296187.98046875,2980
2470000,10,1096239.0074349442,6390
395000,7,521740.0146788991,1590
276500,6,240328.3717472119,1400
530000,8,586120.875,1880
798000,10,645628.2261484099,3500
380000,8,521740.0146788991,1370
350000,8,316742.3905579399,2810
325000,8,300340.40293040295,2220
336000,8,311580.33638025593,2110
286900,7,311580.33638025593,1720
472000,8,645244.2264808363,1780
263000,7,367091.48387096776,1410
565000,7,424734.60451977403,2110
765000,10,859938.5542168674,2700
1520000,8,790734.704735376,2610
405000,7,521740.0146788991,1660
1100000,11,790734.704735376,4570
555000,10,334921.0626780627,3760
305000,8,304262.1082089552,1610
289950,7,302896.7392857143,1740
487500,7,424815.06315789477,3530
96500,6,286742.81162324647,840
185000,6,286742.81162324647,840
150550,7,240328.3717472119,1470
339000,6,319581.3940298507,2470
675000,8,469928.76772616134,2220
615000,7,594706.5422740525,1720
837500,8,803990.8194444445,2700
250000,5,462488.8692579505,950
583000,8,685675.8435374149,1790
499000,8,619944.1492281304,1610
550000,8,359496.2604166667,2290
400000,7,316742.3905579399,2170
990400,9,1356523.9905362776,2100
600000,8,790734.704735376,2320
325000,6,423736.9058295964,1120
265000,7,367091.48387096776,1530
1620000,9,863228.9432314411,3490
347500,7,423736.9058295964,1180
629000,7,585048.7790697674,2050
1090000,9,1194873.6382978724,2360
397500,8,367091.48387096776,2570
404500,7,594706.5422740525,1270
225000,7,296187.98046875,1250
267000,8,286742.81162324647,2510
800000,9,849714.8097826086,2690
339000,8,281194.8698060942,2900
1850000,11,423736.9058295964,3830
525000,7,863228.9432314411,1280
1150000,10,617053.9660194175,4350
565000,7,551768.5209125475,1370
387000,8,594706.5422740525,1230
720000,9,677215.034739454,2440
1500000,12,859938.5542168674,4410
235000,6,469928.76772616134,910
365000,6,469928.76772616134,910
368250,8,685675.8435374149,2150
580000,8,685675.8435374149,2150
1100000,8,310612.75572519086,3190
215000,7,281194.8698060942,2130
648000,9,612642.738317757,2740
705000,9,790734.704735376,3150
465000,8,579109.8082706766,1450
650000,8,585048.7790697674,2400
335000,7,302896.7392857143,2280
640000,8,570073.5201465201,2310
638250,9,685675.8435374149,2460
1460000,12,1194873.6382978724,4200
375000,7,355678.51612903224,1620
842000,8,1194873.6382978724,2170
499950,8,387011.5902636917,2880
810000,11,685675.8435374149,3280
310000,7,570073.5201465201,2900
730000,9,585048.7790697674,2160
637800,7,619944.1492281304,2250
225000,5,304262.1082089552,1340
417500,7,676419.3921568628,1390
265000,7,316742.3905579399,1600
550000,8,685675.8435374149,2050
625700,7,586120.875,2570
595000,9,490377.1076923077,2660
270000,7,493625.3098290598,1540
739375,7,1096239.0074349442,2640
357562,8,612642.738317757,1210
1010000,11,645244.2264808363,3760
455000,8,677215.034739454,1350
310000,8,286742.81162324647,2600
415000,6,586120.875,3900
452000,8,676419.3921568628,1340
810000,7,1356523.9905362776,1760
730001,7,576834.808318264,1840
825000,9,677215.034739454,2980
665000,8,585048.7790697674,1730
327500,8,353619.07472527475,1650
699950,9,790734.704735376,3370
424000,9,334921.0626780627,2200
657000,7,576834.808318264,2180
445000,7,645628.2261484099,1490
450000,8,849714.8097826086,1530
350000,7,521740.0146788991,1180
460000,9,493625.3098290598,2080
385000,8,300340.40293040295,3200
272000,7,286742.81162324647,1880
535000,7,677215.034739454,2510
216500,6,311580.33638025593,1060
325000,8,311580.33638025593,2130
420200,7,521740.0146788991,1320
258000,6,310612.75572519086,1040
450000,7,585048.7790697674,1150
720168,7,576834.808318264,2120
652000,7,579109.8082706766,2130
569500,8,685675.8435374149,2340
411000,7,311580.33638025593,2250
524950,7,576834.808318264,1890
153000,6,423736.9058295964,1140
775000,9,424734.60451977403,2780
338500,8,296187.98046875,2390
570000,8,645244.2264808363,2390
653000,9,367091.48387096776,2680
435000,8,634558.1448275862,1560
207000,6,240328.3717472119,1130
540000,7,645628.2261484099,1120
386000,8,302896.7392857143,2050
265000,8,334921.0626780627,2600
250000,7,319581.3940298507,1050
1700000,10,634558.1448275862,2600
455000,9,367091.48387096776,2811
1800000,11,1194873.6382978724,4060
759000,7,594706.5422740525,2260
970000,10,677215.034739454,4430
690000,9,859938.5542168674,2430
789900,10,859938.5542168674,3420
447500,7,585048.7790697674,1180
440000,7,521740.0146788991,2010
278000,7,311580.33638025593,1230
980000,8,585048.7790697674,2750
245000,7,296187.98046875,1300
287000,7,440232.31363636366,1150
435000,7,617053.9660194175,2220
585000,9,493625.3098290598,2050
616000,8,792187.8738170346,1700
203000,7,334921.0626780627,1610
860000,8,579109.8082706766,2720
833000,8,803990.8194444445,2190
565000,8,570073.5201465201,2730
572500,9,420895.47536945814,2490
254000,7,355678.51612903224,1510
1530000,11,676419.3921568628,4720
900000,9,682885.9898989899,3810
899000,9,803990.8194444445,1950
560000,7,551768.5209125475,1300
512500,7,617254.0212765958,1610
775000,7,576834.808318264,2040
200000,5,420895.47536945814,700
172000,6,319581.3940298507,970
219900,6,359496.2604166667,910
641200,7,1356523.9905362776,1060
473000,7,521740.0146788991,2180
540000,8,685675.8435374149,2050
295000,6,634558.1448275862,750
370000,6,585048.7790697674,800
1730000,9,634558.1448275862,3470
275000,6,586120.875,1390
89000,6,286742.81162324647,900
175000,6,424815.06315789477,1050
490000,9,286742.81162324647,2410
342400,7,462488.8692579505,1180
345000,7,594706.5422740525,1140
399000,6,1096239.0074349442,700
550000,8,859938.5542168674,2060
652450,8,859938.5542168674,2230
438000,8,387011.5902636917,1950
605000,7,424734.60451977403,2100
395000,7,493625.3098290598,2130
449950,7,634558.1448275862,1880
651100,9,685675.8435374149,2310
241000,6,310612.75572519086,880
3420000,11,2161300.0,5450
268500,8,645628.2261484099,1290
200000,6,464322.38976377953,1010
400375,6,424734.60451977403,1690
429000,8,677215.034739454,1350
230000,6,594706.5422740525,680
1200000,10,1356523.9905362776,2860
314200,5,576834.808318264,610
513000,8,464322.38976377953,2660
535000,7,418019.36094674555,1390
420000,7,424734.60451977403,2290
345950,8,311580.33638025593,2110
483500,7,618695.1090909091,1200
695000,8,576834.808318264,2360
295000,7,300340.40293040295,2350
434975,7,423736.9058295964,1590
