bedrooms,bathrooms,sqft_living15,price,grade,zipcode_valormedio,sqft_living
3,2.25,1900,590000,8,619944.1492281304,2210
4,1.75,1930,280000,8,286742.81162324647,2250
2,1.0,1610,515000,7,551768.5209125475,1680
3,1.0,1700,576000,7,619944.1492281304,1140
3,1.75,1900,375000,7,490377.1076923077,1430
3,1.0,1540,478000,7,645244.2264808363,1440
3,1.0,1620,282000,7,311580.33638025593,1670
4,4.5,2780,1400000,8,1194873.6382978724,3080
5,3.25,2680,593500,8,617053.9660194175,4300
4,3.5,2720,724950,9,440232.31363636366,3010
3,1.75,1600,306000,8,420895.47536945814,1560
4,1.75,2100,341000,8,353619.07472527475,1920
3,2.5,1060,399950,7,319581.3940298507,1400
5,2.0,1740,534000,7,634558.1448275862,2280
6,2.5,2620,635000,7,677215.034739454,3880
2,1.0,1670,350000,6,585048.7790697674,1350
3,1.5,1970,856000,7,1096239.0074349442,1480
4,3.0,1700,582000,8,634558.1448275862,1670
4,2.5,2970,799000,9,645244.2264808363,3400
3,2.5,2090,423700,8,529629.7824675324,2070
4,3.5,5000,1840000,12,859938.5542168674,4870
3,2.0,1760,322000,7,423665.99,1760
4,3.25,3470,929000,9,677215.034739454,4030
2,1.0,1250,443000,7,619944.1492281304,1130
3,1.75,1440,441500,7,521740.0146788991,1510
4,3.5,2340,875000,8,790734.704735376,3110
3,3.25,3680,3600000,10,594706.5422740525,5020
2,1.0,920,450000,7,619944.1492281304,740
3,2.25,1640,425000,7,521740.0146788991,1630
4,1.75,2600,660000,10,685675.8435374149,2780
3,1.75,1460,763101,7,863228.9432314411,1990
4,2.75,2450,499000,9,424815.06315789477,2250
3,1.75,2740,521000,8,677215.034739454,1720
2,1.0,1810,302000,6,316742.3905579399,900
4,2.25,2144,293000,7,367091.48387096776,2360
3,2.25,2110,335000,7,424815.06315789477,1530
2,1.0,1450,499000,7,585048.7790697674,1450
3,1.75,1690,600000,7,619944.1492281304,2040
4,1.75,2230,720000,9,810289.6964285715,2620
2,2.0,1310,195000,6,367091.48387096776,1180
3,1.0,1140,249000,7,464322.38976377953,1110
3,2.25,1490,334000,7,424815.06315789477,1840
4,1.75,2120,599950,8,619944.1492281304,2720
2,1.75,1360,149900,8,302896.7392857143,1090
4,1.75,1910,700000,7,619944.1492281304,1730
4,1.5,2380,525000,6,1194873.6382978724,1170
4,3.75,3060,1050000,10,617053.9660194175,4740
3,2.5,1960,402000,7,521740.0146788991,1960
3,2.0,1450,450000,7,585048.7790697674,1430
3,2.25,2470,520000,8,617053.9660194175,2510
3,1.75,1470,205000,7,286742.81162324647,1420
3,2.25,3170,635000,9,367091.48387096776,2680
3,1.0,1310,210500,7,281194.8698060942,1220
2,1.0,1770,406650,6,424734.60451977403,1070
3,1.75,1860,350000,7,423665.99,1580
4,1.75,1590,425000,7,619944.1492281304,1820
3,3.5,3230,798000,10,685675.8435374149,3590
3,1.0,1850,180000,5,420895.47536945814,1960
5,3.25,2360,1250000,8,1194873.6382978724,3160
4,2.0,1350,435000,7,387011.5902636917,2030
3,1.5,1570,355000,7,521740.0146788991,1240
5,3.25,2410,3000000,10,1356523.9905362776,5370
5,2.5,1810,685000,9,423736.9058295964,2670
3,1.0,1680,311000,7,493625.3098290598,1640
4,2.25,1710,305000,7,300340.40293040295,2130
3,2.5,1700,675000,7,594706.5422740525,2550
4,2.75,3380,769000,8,1194873.6382978724,3630
3,1.5,1570,430000,7,859938.5542168674,1690
6,2.0,2250,516250,7,490377.1076923077,2390
3,3.5,2580,760000,7,469928.76772616134,2350
3,3.5,1494,579950,8,619944.1492281304,1420
3,2.25,1660,476000,8,387011.5902636917,1570
3,1.75,2010,510000,7,521740.0146788991,1600
2,1.0,1357,205000,6,319581.3940298507,720
3,1.0,1720,240000,7,251296.24,1470
5,3.5,2980,738000,10,464322.38976377953,2790
3,1.75,1440,420000,6,469928.76772616134,1720
3,1.75,2070,455000,7,645244.2264808363,1300
4,1.0,2350,765000,8,594706.5422740525,2520
4,1.5,1350,372000,7,493625.3098290598,1780
3,1.0,1570,160000,6,418019.36094674555,1200
4,2.5,2990,772000,9,685675.8435374149,2990
5,1.75,2050,1130000,9,1096239.0074349442,1910
3,1.0,1510,479000,7,585048.7790697674,1370
3,2.5,1910,570000,8,790734.704735376,1910
4,1.0,1260,350000,6,469928.76772616134,1170
3,2.5,1330,353000,8,619944.1492281304,1250
5,2.5,3420,699000,10,367091.48387096776,3340
3,2.0,1260,265000,7,284908.5964912281,1380
1,1.0,930,167000,6,455617.1129032258,780
4,2.25,1800,500000,8,645628.2261484099,2080
3,1.0,1640,700000,6,594706.5422740525,1410
1,1.0,1030,295000,6,618695.1090909091,520
4,3.5,2430,1010000,9,619944.1492281304,3500
2,1.0,920,209000,6,311580.33638025593,840
3,1.75,1740,276000,7,281194.8698060942,2240
4,2.5,2090,380000,8,493625.3098290598,2100
3,1.5,1680,315000,7,586120.875,1750
4,2.5,2780,685530,9,455617.1129032258,3130
3,2.0,1390,254600,7,234284.0351758794,1470
3,2.0,1120,230000,6,420895.47536945814,1440
3,3.0,1020,335000,8,585048.7790697674,1430
4,2.5,1940,550000,7,645244.2264808363,2170
3,1.0,1360,123300,7,251296.24,1150
4,2.75,1490,275436,7,296187.98046875,2170
4,3.5,1920,325000,7,289078.3455882353,2630
4,2.5,3170,635000,9,677215.034739454,2490
3,1.75,920,513000,7,579109.8082706766,1710
4,2.5,3030,580000,8,790734.704735376,2130
3,1.0,1270,225000,7,284908.5964912281,940
3,1.0,1570,265000,7,240328.3717472119,1400
4,1.75,1630,313000,7,594706.5422740525,1630
2,1.0,1330,296000,7,387011.5902636917,1370
4,2.75,1950,655500,8,617254.0212765958,2380
5,1.75,1640,250750,8,234284.0351758794,2140
4,2.5,2590,438000,8,493625.3098290598,1970
3,2.75,2180,590000,8,570073.5201465201,2550
3,1.0,1100,329500,7,387011.5902636917,1080
3,2.25,3130,1200000,10,859938.5542168674,3070
2,1.0,1670,415000,6,792187.8738170346,1470
4,2.5,2950,900000,10,645244.2264808363,3620
3,1.5,1460,378000,7,586120.875,1050
2,1.0,1760,474000,6,316742.3905579399,1050
3,1.0,1660,464000,7,634558.1448275862,1320
3,1.0,1210,310000,7,423736.9058295964,1210
3,1.5,1670,580000,7,676419.3921568628,1860
3,2.75,2120,999000,8,489382.0170940171,2830
2,1.0,1920,510000,6,792187.8738170346,810
3,1.5,2320,650000,7,619944.1492281304,1630
3,1.0,880,196000,7,286742.81162324647,880
4,1.75,1670,220000,6,240328.3717472119,1660
3,2.25,3170,855000,10,859938.5542168674,3440
3,1.75,1990,483000,8,462488.8692579505,2110
3,1.0,1550,400000,7,387011.5902636917,1060
3,2.5,2650,435000,8,490377.1076923077,1900
1,1.0,1770,219500,8,424734.60451977403,820
4,3.5,3580,2950000,12,2161300.0,4860
3,2.5,2050,427000,7,387011.5902636917,2050
2,1.5,1390,430000,7,585048.7790697674,1090
2,1.5,1390,685000,7,585048.7790697674,1090
2,1.5,2070,495000,7,792187.8738170346,1920
3,2.5,1870,299950,7,281194.8698060942,1870
4,1.75,1920,390000,7,359496.2604166667,2690
3,1.75,1590,385000,7,594706.5422740525,2160
4,2.5,3140,740000,9,617053.9660194175,3000
4,3.0,1610,991700,9,618695.1090909091,2290
3,2.75,2060,765000,9,634558.1448275862,2250
4,2.25,2550,802000,8,859938.5542168674,2130
4,2.75,2650,950000,8,1356523.9905362776,2500
4,2.5,2300,392000,7,311580.33638025593,2300
3,2.5,2650,590000,8,455617.1129032258,3360
4,2.5,1530,425000,7,424734.60451977403,1920
5,1.75,2390,765000,8,359496.2604166667,2440
3,2.25,1390,313500,7,521740.0146788991,1440
3,1.0,1410,320000,6,469928.76772616134,1780
4,1.75,1380,604000,8,792187.8738170346,1490
3,2.0,1540,570000,8,1096239.0074349442,1400
4,2.5,1800,639000,8,645244.2264808363,2150
4,2.0,1820,335000,7,493625.3098290598,1910
4,1.75,2100,896000,8,619944.1492281304,2660
3,1.75,1470,259500,7,289078.3455882353,1650
3,2.0,1260,637000,7,619944.1492281304,1980
4,2.75,1990,307450,8,286742.81162324647,2690
3,1.75,1820,535000,7,576834.808318264,1380
4,2.25,1410,669500,7,576834.808318264,2500
3,1.75,1150,259000,7,464322.38976377953,1590
4,1.5,2020,441000,7,634558.1448275862,1100
4,2.5,1460,228800,7,418019.36094674555,1470
2,2.0,1570,530000,8,677215.034739454,1680
2,2.0,2170,524000,6,1096239.0074349442,1450
4,2.25,1410,430000,8,424734.60451977403,2020
4,3.25,2470,1330000,9,1096239.0074349442,2470
3,1.0,1230,210000,7,311580.33638025593,1230
4,2.5,1010,449000,7,424734.60451977403,1850
2,2.5,1330,945000,9,618695.1090909091,2540
3,1.0,1000,200450,6,289078.3455882353,970
3,1.5,1030,219950,6,234284.0351758794,1070
4,3.0,2630,659500,8,859938.5542168674,2620
4,2.75,2420,746000,8,645628.2261484099,2110
3,1.75,1810,540000,8,645244.2264808363,2110
5,2.0,1030,485000,7,387011.5902636917,1910
2,1.0,740,202000,6,424734.60451977403,670
4,5.5,2560,2530000,11,859938.5542168674,6930
3,2.75,2200,502000,8,462488.8692579505,2010
2,2.75,1600,279000,8,281194.8698060942,1770
3,1.0,1270,409500,7,585048.7790697674,1340
3,2.0,1660,453000,7,521740.0146788991,1660
4,1.0,1140,367000,6,319581.3940298507,1820
3,2.5,1840,550000,9,420895.47536945814,2510
3,1.5,1820,273500,7,300340.40293040295,1560
4,3.0,1540,505000,7,469928.76772616134,2280
3,2.5,2550,770000,9,677215.034739454,2650
4,2.25,2270,565000,8,423736.9058295964,2470
3,0.75,1300,316000,7,682885.9898989899,1270
4,1.0,1520,160000,7,302896.7392857143,1520
3,1.0,1330,170000,7,302896.7392857143,1310
3,1.0,1330,235000,7,302896.7392857143,1310
4,3.5,4250,1800000,12,810289.6964285715,3930
3,1.0,1200,310000,7,521740.0146788991,990
4,1.75,1780,285000,7,310612.75572519086,2080
2,1.0,1010,280000,6,576834.808318264,960
4,4.25,3430,2300000,10,1194873.6382978724,4070
4,2.5,2810,763776,9,790734.704735376,2750
5,2.75,2910,530000,8,464322.38976377953,3230
1,1.0,1670,362000,7,424815.06315789477,890
2,1.0,990,430000,6,576834.808318264,990
3,1.0,1290,456500,7,576834.808318264,1290
4,2.5,1430,445000,7,619944.1492281304,2170
3,1.0,1460,386900,7,521740.0146788991,1330
3,1.0,1430,479000,7,859938.5542168674,1340
3,2.5,2400,525000,8,529629.7824675324,2200
4,1.75,2090,272000,7,286742.81162324647,2520
4,1.0,1580,517000,7,469928.76772616134,1180
3,1.75,1950,615000,8,576834.808318264,2660
3,1.75,1460,439000,7,645628.2261484099,1250
3,2.5,2580,716000,10,612642.738317757,2270
2,1.0,2100,308000,7,418019.36094674555,1080
3,2.25,1210,800000,8,849714.8097826086,1620
3,2.0,1420,575000,7,576834.808318264,940
3,1.5,1610,219950,7,311580.33638025593,1620
4,2.5,2460,770000,8,859938.5542168674,2350
3,1.75,1510,424950,7,521740.0146788991,2090
3,2.25,1910,387000,7,529629.7824675324,1760
4,1.75,2440,790000,8,423736.9058295964,2050
2,1.0,1290,156000,5,359496.2604166667,600
2,1.0,2160,580000,8,418019.36094674555,2540
4,2.25,1800,490000,8,803990.8194444445,2090
5,3.25,1940,950000,9,594706.5422740525,2700
2,2.5,1410,400000,8,424734.60451977403,1410
2,2.5,1350,325000,8,387011.5902636917,1170
4,2.5,2810,365000,9,334921.0626780627,2540
3,1.75,1610,255000,7,234284.0351758794,2190
5,3.5,3080,985000,9,469928.76772616134,3890
4,2.5,1610,595000,7,619944.1492281304,2030
3,1.0,1350,427500,7,469928.76772616134,1350
3,1.5,1940,728000,8,1096239.0074349442,1940
2,1.0,1780,549950,7,576834.808318264,1260
3,2.0,2260,650000,7,469928.76772616134,2800
5,3.25,2810,1130000,9,803990.8194444445,3080
3,1.0,920,203000,6,311580.33638025593,840
2,1.0,1380,311000,6,418019.36094674555,860
6,2.0,1290,387500,6,462488.8692579505,2400
4,2.0,1500,370000,7,423736.9058295964,1640
2,1.0,1550,228000,6,469928.76772616134,1060
2,1.75,1310,740000,7,576834.808318264,2080
4,2.0,1550,200000,7,310612.75572519086,2090
3,1.0,1650,660000,7,585048.7790697674,1240
4,2.0,1190,275000,7,240328.3717472119,2030
2,1.0,1510,708000,7,792187.8738170346,1120
3,2.5,1270,280000,8,440232.31363636366,1270
4,2.5,2450,325000,8,311580.33638025593,2260
3,2.5,1890,495000,7,440232.31363636366,1780
2,2.0,1690,691000,7,849714.8097826086,1780
4,2.5,4080,2290000,11,1356523.9905362776,4080
3,2.5,2330,329500,7,281194.8698060942,2120
3,2.5,2480,348000,9,286742.81162324647,2060
2,1.0,1670,425000,7,469928.76772616134,1670
3,1.0,1380,210000,6,319581.3940298507,1080
2,1.0,1100,285000,6,424734.60451977403,1210
3,1.0,1120,222000,6,286742.81162324647,990
4,2.5,1520,200000,7,334921.0626780627,1720
3,2.0,1750,247500,7,286742.81162324647,1530
4,5.5,4110,1500000,11,353619.07472527475,6550
3,1.75,1350,190000,6,359496.2604166667,1100
4,2.5,2300,975000,9,1096239.0074349442,3020
4,3.0,2720,1130000,9,863228.9432314411,3180
4,1.75,2020,283200,8,294111.27857142856,1830
3,2.5,2110,650000,8,676419.3921568628,2540
3,2.0,2010,449500,7,387011.5902636917,1770
3,1.75,1790,400000,7,521740.0146788991,1470
1,1.0,890,89950,5,359496.2604166667,570
3,1.0,1110,158800,6,359496.2604166667,960
4,3.0,2240,870000,9,551768.5209125475,2940
3,1.5,1610,196000,6,281194.8698060942,1000
3,1.75,2280,850000,8,792187.8738170346,2450
4,2.5,3010,775000,9,645244.2264808363,3310
3,2.5,1670,483500,8,617053.9660194175,1670
3,1.5,1600,387000,7,424815.06315789477,1620
3,3.0,1750,900000,10,423736.9058295964,2990
3,1.5,1050,336000,7,319581.3940298507,1240
2,1.0,1240,415000,6,418019.36094674555,670
3,1.5,1350,350000,6,1096239.0074349442,1320
4,5.25,4190,1320000,11,493625.3098290598,6110
3,1.75,2530,765000,8,792187.8738170346,2440
4,2.5,2900,527000,8,493625.3098290598,2900
4,2.75,1100,524000,8,418019.36094674555,2310
2,1.0,1300,448000,6,619944.1492281304,1110
4,3.25,3770,775000,9,570073.5201465201,4100
3,1.0,930,176500,5,251296.24,930
4,2.25,2210,750000,8,359496.2604166667,2420
4,2.25,2370,1270000,8,1096239.0074349442,2870
3,1.0,1480,250000,7,359496.2604166667,1480
3,2.75,2440,759000,8,634558.1448275862,1960
3,2.0,1700,640000,7,792187.8738170346,1470
3,3.25,2370,990000,8,619944.1492281304,2460
4,1.75,1290,395000,7,469928.76772616134,1960
2,1.5,1160,275000,7,387011.5902636917,1160
3,2.5,2460,390000,8,493625.3098290598,1910
5,2.75,1670,752500,8,579109.8082706766,2720
2,1.0,1490,450000,6,579109.8082706766,1020
2,1.0,1400,473000,7,576834.808318264,900
3,1.75,1250,178500,7,440232.31363636366,1120
3,2.5,2700,485000,8,367091.48387096776,2340
3,1.5,1440,215000,7,286742.81162324647,1410
4,1.75,1840,589000,7,618695.1090909091,1920
4,1.75,1650,325000,6,462488.8692579505,1370
3,2.5,1620,580000,8,618695.1090909091,1590
4,1.75,1460,181100,7,302896.7392857143,1850
3,2.0,1540,345000,7,792187.8738170346,1430
3,1.75,2250,781000,8,469928.76772616134,1940
4,1.0,1420,402500,7,634558.1448275862,1270
3,1.5,1220,426000,7,319581.3940298507,1380
3,2.5,2220,389000,7,529629.7824675324,1720
6,3.0,3660,670000,8,617053.9660194175,4050
4,3.25,3240,1510000,10,1096239.0074349442,3660
3,2.25,1620,288400,7,420895.47536945814,1870
4,2.0,1520,700000,7,585048.7790697674,2230
4,3.0,1400,830000,8,792187.8738170346,2020
2,2.75,2310,1900000,12,464322.38976377953,3690
2,1.0,1240,350500,7,619944.1492281304,1450
3,1.75,1600,431000,7,464322.38976377953,1630
3,2.5,1970,485000,8,676419.3921568628,1840
3,1.5,2440,780000,8,576834.808318264,1620
2,1.5,1880,720000,8,551768.5209125475,1840
3,1.0,2040,415000,7,570073.5201465201,1360
4,1.0,1280,480000,7,576834.808318264,2080
4,2.25,2440,452250,7,462488.8692579505,2550
3,2.5,1840,316000,8,286742.81162324647,2550
2,1.0,1510,700000,6,310612.75572519086,1160
4,2.0,1510,285000,7,418019.36094674555,1760
3,1.75,1720,575000,7,619944.1492281304,1720
3,2.25,2500,590000,8,464322.38976377953,2300
4,1.75,2170,587500,8,464322.38976377953,2500
4,2.25,1750,364000,8,423736.9058295964,1750
3,2.5,2080,490000,8,685675.8435374149,1890
3,2.25,2730,410000,8,617053.9660194175,1800
3,2.5,2160,520000,9,612642.738317757,2160
3,1.0,1610,389000,7,387011.5902636917,1380
2,1.0,1600,450000,7,849714.8097826086,1180
3,2.5,2550,325000,7,300340.40293040295,2550
2,1.0,1400,660000,7,585048.7790697674,1070
3,2.25,1310,850000,10,551768.5209125475,2870
3,2.5,1860,285000,7,311580.33638025593,1940
2,1.0,1570,395000,7,579109.8082706766,870
3,2.0,1550,440000,7,585048.7790697674,1550
3,1.75,2320,249000,6,420895.47536945814,1400
3,1.75,2020,635000,8,863228.9432314411,1210
3,2.5,2460,515000,9,281194.8698060942,3430
3,3.25,3020,1400000,9,1096239.0074349442,3020
2,1.0,1620,200000,6,464322.38976377953,950
4,2.75,2120,1140000,9,551768.5209125475,3370
4,1.0,1560,445000,6,424734.60451977403,1460
3,1.5,1660,555000,7,576834.808318264,1740
4,2.0,1280,537000,7,618695.1090909091,1720
3,1.75,1480,315000,7,304262.1082089552,1480
5,2.5,3060,805000,9,790734.704735376,3320
4,2.5,2540,414000,8,286742.81162324647,3490
2,1.5,1458,375000,7,594706.5422740525,1160
4,1.75,2040,401000,8,469928.76772616134,3010
3,1.0,1730,210000,7,302896.7392857143,1030
2,1.0,1430,365000,7,619944.1492281304,980
5,1.5,1860,178000,7,310612.75572519086,1990
2,1.0,1310,710000,7,1096239.0074349442,1790
2,1.0,1440,255000,6,359496.2604166667,810
5,2.25,2620,528000,8,682885.9898989899,2940
4,4.25,3736,537000,10,334921.0626780627,4883
4,1.5,1520,442000,7,618695.1090909091,1360
3,1.75,1430,375000,7,455617.1129032258,1370
4,2.5,2120,637250,9,645244.2264808363,2120
3,1.75,1640,427500,7,551768.5209125475,1240
4,2.5,2650,700000,8,677215.034739454,2770
3,1.75,2060,680000,7,618695.1090909091,1660
2,2.0,1360,393820,7,619944.1492281304,1170
4,2.75,1500,525000,7,355678.51612903224,2470
2,1.75,1510,505000,7,576834.808318264,1310
3,2.0,2210,555565,7,803990.8194444445,1670
3,1.75,3110,650000,7,676419.3921568628,1660
5,3.25,2820,632500,8,529629.7824675324,3500
3,2.5,1890,269000,7,367091.48387096776,1440
4,2.75,2160,405000,7,521740.0146788991,2360
3,3.5,3350,845000,10,682885.9898989899,3460
3,1.0,1400,234000,7,251296.24,1750
4,1.75,1480,638000,7,579109.8082706766,1470
3,1.75,1180,290000,7,440232.31363636366,1710
1,0.75,1340,262000,3,316742.3905579399,520
4,2.5,3010,270000,8,311580.33638025593,2350
4,2.25,1780,875000,9,576834.808318264,2380
3,2.25,2170,299000,8,251296.24,1920
3,1.0,1580,551000,7,617053.9660194175,1580
3,2.75,2570,350000,7,464322.38976377953,3070
3,2.5,2660,1900000,10,1356523.9905362776,2660
2,1.75,1690,511718,6,576834.808318264,1700
4,3.25,3140,965000,9,617053.9660194175,5010
4,2.25,2460,475000,7,490377.1076923077,2680
4,2.75,1600,1060000,8,576834.808318264,2720
2,1.0,1370,252000,6,489382.0170940171,940
6,2.5,1894,580000,8,464322.38976377953,3596
2,2.25,1260,374950,8,594706.5422740525,1240
5,4.0,3380,739000,9,420895.47536945814,4660
4,1.75,1730,271000,7,300340.40293040295,1710
2,1.0,1370,230000,6,240328.3717472119,930
3,2.25,1430,210000,7,286742.81162324647,1430
3,2.75,1320,350000,7,464322.38976377953,1650
3,2.25,2190,491500,7,521740.0146788991,1560
3,2.5,1380,325000,7,440232.31363636366,1870
3,2.0,1420,190000,7,367091.48387096776,1320
4,2.0,1400,658600,7,576834.808318264,1400
3,1.5,2000,299950,7,240328.3717472119,1940
5,2.0,1330,464000,6,634558.1448275862,2000
3,1.0,1500,308000,6,240328.3717472119,1640
3,1.0,1870,625000,6,803990.8194444445,1020
3,1.75,1280,240000,7,251296.24,1630
4,2.5,2890,530000,9,311580.33638025593,2940
5,4.5,2870,1000000,8,859938.5542168674,2120
1,1.0,1580,439000,7,634558.1448275862,790
4,1.75,1440,575000,6,387011.5902636917,2020
3,1.75,1580,418000,7,423736.9058295964,1530
4,3.75,2340,1210000,9,1356523.9905362776,3250
4,3.75,1900,1100000,9,849714.8097826086,2930
3,3.75,2510,1900000,10,1096239.0074349442,3150
3,2.5,2630,580000,9,570073.5201465201,2180
2,1.0,1930,380000,7,424734.60451977403,1040
3,1.0,980,256000,5,304262.1082089552,880
3,1.0,1400,349950,8,469928.76772616134,1400
4,2.5,1790,691500,7,619944.1492281304,2600
3,1.75,1420,556000,7,863228.9432314411,1590
3,2.25,2170,218000,8,286742.81162324647,1610
4,2.0,1900,425000,7,355678.51612903224,1390
3,3.25,1680,935000,10,455617.1129032258,3710
4,1.75,2290,732000,9,859938.5542168674,2360
3,1.0,2080,805500,7,1356523.9905362776,1440
3,1.75,1500,507250,6,424734.60451977403,1400
4,2.5,4600,800000,10,677215.034739454,4600
3,2.25,2420,600000,8,645628.2261484099,2100
4,1.75,2200,627800,9,685675.8435374149,2010
2,2.25,2010,660000,7,619944.1492281304,2550
2,2.5,1400,153503,7,294111.27857142856,1240
3,2.25,1960,456500,7,521740.0146788991,2090
5,2.5,2070,1310000,9,1356523.9905362776,2770
3,2.5,3290,843500,11,645244.2264808363,3560
3,1.0,2060,625000,7,585048.7790697674,1240
2,1.75,1980,527000,7,863228.9432314411,1640
5,3.75,2370,1970000,9,1356523.9905362776,3940
5,2.5,3600,1000000,9,810289.6964285715,3150
4,3.0,1590,855000,8,576834.808318264,2550
4,3.25,3420,725000,9,493625.3098290598,3940
1,1.0,1360,315000,6,424734.60451977403,580
3,1.75,1330,180000,7,281194.8698060942,1330
2,1.0,1760,700000,7,551768.5209125475,930
3,1.0,2010,476500,7,803990.8194444445,1060
3,1.5,1460,193000,7,284908.5964912281,1180
4,2.5,1850,295000,7,296187.98046875,1850
2,1.0,1320,363000,6,551768.5209125475,820
4,2.5,3410,875000,11,682885.9898989899,3600
3,2.0,1580,257200,7,234284.0351758794,1850
3,2.0,2200,555000,8,645628.2261484099,2240
3,2.25,1110,380000,7,316742.3905579399,1860
4,2.75,1980,282000,7,286742.81162324647,2390
4,2.5,1380,545000,7,619944.1492281304,2040
3,1.5,2090,550000,7,619944.1492281304,1900
3,1.5,2090,921500,7,619944.1492281304,1900
3,1.5,2440,885000,7,1096239.0074349442,2200
4,2.25,1720,820000,8,849714.8097826086,2280
3,1.0,1090,289000,6,420895.47536945814,1090
1,1.0,1170,334000,7,618695.1090909091,670
3,1.0,970,206000,5,423665.99,1050
3,2.25,1740,491950,7,619944.1492281304,2090
3,2.5,1360,430000,8,586120.875,2030
3,2.0,1540,208000,7,311580.33638025593,1250
4,2.25,2110,245000,8,286742.81162324647,2600
2,1.0,1460,426000,6,576834.808318264,640
3,2.5,2250,400000,7,493625.3098290598,2120
3,1.0,1500,553000,7,619944.1492281304,1330
2,1.0,1450,296000,5,576834.808318264,750
3,2.5,2400,428000,8,311580.33638025593,2230
4,2.5,1590,325000,7,319581.3940298507,1890
2,1.0,1580,294000,6,387011.5902636917,820
3,1.75,1970,410000,7,493625.3098290598,1880
4,4.25,2037,590000,8,294111.27857142856,2360
3,2.25,1650,445000,7,612642.738317757,1850
4,2.5,2530,921000,8,634558.1448275862,2310
3,1.5,1470,496000,8,440232.31363636366,2520
2,1.0,1490,95000,7,302896.7392857143,800
4,1.75,1180,359000,6,424734.60451977403,1580
3,2.5,1560,452500,7,440232.31363636366,2430
4,1.75,1800,555000,7,618695.1090909091,2350
5,3.0,2580,549900,9,311580.33638025593,3800
5,3.0,2720,569000,8,423736.9058295964,3670
4,2.0,1480,318500,7,353619.07472527475,1780
2,1.5,1295,487028,9,1096239.0074349442,1295
3,1.0,1470,240000,7,251296.24,1350
3,2.25,1590,253000,7,296187.98046875,1440
5,1.75,2360,380000,7,302896.7392857143,1320
2,0.75,2010,250000,6,334921.0626780627,700
2,1.75,2400,368500,9,334921.0626780627,2510
3,1.0,2180,340000,8,316742.3905579399,3180
2,1.0,1060,400000,7,551768.5209125475,910
3,2.0,1760,835000,8,576834.808318264,1570
3,2.5,1960,299000,8,286742.81162324647,2450
6,2.25,3280,1680000,10,899607.6730769231,4910
3,2.0,1570,265000,7,334921.0626780627,1570
4,2.5,2640,437500,8,493625.3098290598,2680
3,1.75,1280,865000,7,792187.8738170346,2090
3,2.0,2510,626000,8,612642.738317757,2150
2,2.0,1140,247300,7,594706.5422740525,1140
4,3.5,3980,2080000,11,1356523.9905362776,4230
3,1.0,1060,425000,8,355678.51612903224,1790
5,3.5,2700,905000,9,645628.2261484099,3100
3,2.5,2200,641250,10,576834.808318264,2220
4,2.5,2290,675000,8,617053.9660194175,2370
4,2.75,2970,845000,9,440232.31363636366,4070
4,1.0,1470,401500,7,387011.5902636917,1790
3,2.5,1300,395000,7,645244.2264808363,1610
5,2.75,2370,1100000,7,1194873.6382978724,2830
3,1.0,1740,145000,6,240328.3717472119,1010
3,1.0,1700,900000,8,576834.808318264,1560
3,1.5,1370,374500,7,521740.0146788991,1330
4,2.25,1880,850000,8,810289.6964285715,2330
3,1.0,1520,490000,7,618695.1090909091,960
3,2.5,2220,304000,8,294111.27857142856,1710
4,2.25,2010,400000,7,387011.5902636917,2230
3,2.0,1460,454000,8,490377.1076923077,1700
2,2.0,1350,160000,6,418019.36094674555,1040
3,1.75,1540,542000,7,645244.2264808363,1070
5,2.5,2620,403500,8,464322.38976377953,3600
4,2.5,2610,418000,7,367091.48387096776,2750
4,1.5,1920,406000,7,302896.7392857143,1920
3,2.25,1270,242500,7,302896.7392857143,1770
4,2.5,2460,425000,9,353619.07472527475,2460
4,2.0,1680,613000,7,585048.7790697674,1550
3,2.0,1540,189000,7,440232.31363636366,1460
4,2.25,1720,700000,7,469928.76772616134,2440
3,1.0,1770,750000,7,585048.7790697674,1640
2,1.0,1640,494000,7,619944.1492281304,1290
4,3.0,2970,700000,9,790734.704735376,3150
2,2.5,1440,705000,8,682885.9898989899,2305
2,1.75,1790,356000,7,570073.5201465201,1060
3,1.75,1850,625000,7,645244.2264808363,2060
2,1.0,1350,144975,5,302896.7392857143,900
4,4.5,4170,970000,11,612642.738317757,3890
3,1.75,1550,415000,7,570073.5201465201,1910
4,3.0,1440,485000,8,521740.0146788991,2340
3,3.0,2900,799950,10,645244.2264808363,2900
4,2.5,4090,783350,10,682885.9898989899,3290
1,1.0,1090,430000,7,880077.752293578,630
5,4.75,3750,2540000,10,1096239.0074349442,5410
4,2.5,3630,975000,10,677215.034739454,4270
3,1.5,2920,950000,7,1356523.9905362776,1700
2,1.0,1820,350000,7,676419.3921568628,1430
4,2.75,1510,637000,8,469928.76772616134,2850
3,2.0,2760,895000,10,493625.3098290598,2160
2,2.0,1760,579000,7,418019.36094674555,1760
4,1.75,2460,314900,7,294111.27857142856,2700
2,1.0,1300,122000,6,316742.3905579399,860
2,1.0,1300,405000,7,585048.7790697674,880
2,2.5,1430,553650,8,1096239.0074349442,1360
2,2.5,1770,369900,8,424734.60451977403,1770
3,2.0,1980,225000,7,281194.8698060942,2030
2,1.0,1780,160000,6,310612.75572519086,1180
4,2.0,2220,449500,8,367091.48387096776,2430
3,1.0,1300,650000,7,1356523.9905362776,1300
